Id,CommandeRef,ProduitReference,Quantite,PrixUnitaire
22285,10102,SODIV-40228,1,383
22286,10103,SODIV-40197,1,1949
22287,10104,SODIV-40420,3,3358
22288,10104,SODIV-40618,4,1752
22289,10104,SODIV-40641,1,1833
22290,10104,SODIV-40079,1,3235
22291,10105,SODIV-40112,4,979
22292,10105,SODIV-40199,1,502
22293,10106,SODIV-40308,1,2868
22294,10106,SODIV-40318,3,68
22295,10107,SODIV-40321,1,3959
22296,10108,SODIV-40335,4,2014
22297,10108,SODIV-40534,1,2605
22298,10108,SODIV-40099,4,83
22299,10109,SODIV-40322,1,3976
22300,10109,SODIV-40460,1,1861
22301,10109,SODIV-40226,1,1801
22302,10109,SODIV-40566,1,3757
22303,10109,SODIV-40551,2,1593
22304,10110,SODIV-40230,1,2308
22305,10110,SODIV-40529,1,3661
22306,10110,SODIV-40599,1,2772
22307,10111,SODIV-40232,2,2539
22308,10111,SODIV-40162,1,1304
22309,10111,SODIV-40548,2,1411
22310,10111,SODIV-40055,1,1650
22311,10112,SODIV-40517,2,1112
22312,10112,SODIV-40357,10,3066
22313,10113,SODIV-40536,1,2380
22314,10113,SODIV-40179,4,271
22315,10113,SODIV-40348,1,2583
22316,10114,SODIV-40522,1,3757
22317,10114,SODIV-40047,10,681
22318,10115,SODIV-40331,1,537
22319,10115,SODIV-40360,1,394
22320,10116,SODIV-40105,4,800
22321,10116,SODIV-40660,1,1186
22322,10117,SODIV-40159,3,210
22323,10117,SODIV-40649,2,2003
22324,10117,SODIV-40244,3,3147
22325,10117,SODIV-40633,4,1460
22326,10118,SODIV-40144,1,1921
22327,10119,SODIV-40390,3,2123
22328,10119,SODIV-40585,1,1326
22329,10119,SODIV-40375,5,1991
22330,10119,SODIV-40606,1,3652
22331,10120,SODIV-40310,1,3297
22332,10121,SODIV-40175,1,1448
22333,10122,SODIV-40402,1,1736
22334,10122,SODIV-40284,2,3654
22335,10122,SODIV-40583,3,1517
22336,10122,SODIV-40260,10,1293
22337,10122,SODIV-40353,1,3484
22338,10123,SODIV-40150,2,2810
22339,10123,SODIV-40071,1,2670
22340,10123,SODIV-40622,1,2784
22341,10123,SODIV-40093,1,1571
22342,10124,SODIV-40399,1,3771
22343,10125,SODIV-40109,1,3406
22344,10125,SODIV-40068,1,613
22345,10126,SODIV-40248,2,2803
22346,10127,SODIV-40245,3,1361
22347,10127,SODIV-40629,1,2349
22348,10128,SODIV-40021,3,2741
22349,10128,SODIV-40306,5,3905
22350,10128,SODIV-40226,2,1801
22351,10129,SODIV-40099,2,83
22352,10129,SODIV-40353,4,3484
22353,10129,SODIV-40339,2,3654
22354,10130,SODIV-40311,1,2768
22355,10130,SODIV-40534,1,2605
22356,10131,SODIV-40216,4,2881
22357,10131,SODIV-40479,4,659
22358,10131,SODIV-40474,1,3861
22359,10132,SODIV-40334,1,3555
22360,10132,SODIV-40146,1,3984
22361,10132,SODIV-40102,1,517
22362,10132,SODIV-40292,2,1018
22363,10132,SODIV-40087,3,3409
22364,10133,SODIV-40601,4,648
22365,10134,SODIV-40349,1,2238
22366,10134,SODIV-40229,1,3511
22367,10135,SODIV-40596,1,635
22368,10135,SODIV-40526,1,3607
22369,10135,SODIV-40324,2,2452
22370,10135,SODIV-40316,1,1928
22371,10136,SODIV-40649,1,2003
22372,10137,SODIV-40544,5,1971
22373,10138,SODIV-40311,2,2768
22374,10139,SODIV-40632,2,2928
22375,10139,SODIV-40466,1,515
22376,10139,SODIV-40211,1,1016
22377,10140,SODIV-40383,1,2867
22378,10140,SODIV-40534,1,2605
22379,10141,SODIV-40069,4,3809
22380,10142,SODIV-40137,4,913
22381,10142,SODIV-40251,1,3470
22382,10142,SODIV-40649,3,2003
22383,10143,SODIV-40627,1,484
22384,10143,SODIV-40572,1,2063
22385,10143,SODIV-40185,1,2079
22386,10144,SODIV-40533,3,2332
22387,10144,SODIV-40325,1,1420
22388,10144,SODIV-40630,1,378
22389,10144,SODIV-40228,2,383
22390,10145,SODIV-40400,3,2261
22391,10145,SODIV-40558,3,2625
22392,10146,SODIV-40056,1,619
22393,10146,SODIV-40548,4,1411
22394,10146,SODIV-40224,2,1438
22395,10147,SODIV-40080,2,3102
22396,10148,SODIV-40187,2,2378
22397,10148,SODIV-40432,1,3735
22398,10149,SODIV-40565,2,3351
22399,10150,SODIV-40055,1,1650
22400,10150,SODIV-40298,1,2119
22401,10150,SODIV-40324,1,2452
22402,10151,SODIV-40100,3,2886
22403,10152,SODIV-40569,1,1998
22404,10152,SODIV-40037,2,3961
22405,10153,SODIV-40252,1,2671
22406,10153,SODIV-40400,1,2261
22407,10153,SODIV-40658,1,1364
22408,10154,SODIV-40367,1,2866
22409,10154,SODIV-40225,1,2376
22410,10154,SODIV-40014,4,1243
22411,10154,SODIV-40396,3,2616
22412,10154,SODIV-40320,1,1013
22413,10155,SODIV-40543,3,2651
22414,10155,SODIV-40253,2,662
22415,10155,SODIV-40063,1,2559
22416,10156,SODIV-40320,3,1013
22417,10156,SODIV-40573,1,2604
22418,10156,SODIV-40315,3,571
22419,10156,SODIV-40600,2,2109
22420,10157,SODIV-40249,2,993
22421,10157,SODIV-40601,5,648
22422,10158,SODIV-40479,1,659
22423,10159,SODIV-40296,1,544
22424,10159,SODIV-40053,1,3003
22425,10159,SODIV-40102,1,517
22426,10160,SODIV-40616,1,3826
22427,10160,SODIV-40169,1,1896
22428,10161,SODIV-40606,1,3652
22429,10161,SODIV-40133,1,3763
22430,10161,SODIV-40354,1,945
22431,10161,SODIV-40667,5,1526
22432,10162,SODIV-40277,2,2469
22433,10162,SODIV-40472,1,2158
22434,10162,SODIV-40552,1,3465
22435,10163,SODIV-40092,4,3218
22436,10164,SODIV-40076,1,531
22437,10164,SODIV-40110,1,2670
22438,10164,SODIV-40548,1,1411
22439,10165,SODIV-40508,1,1291
22440,10165,SODIV-40463,1,506
22441,10165,SODIV-40622,1,2784
22442,10165,SODIV-40608,1,529
22443,10165,SODIV-40614,5,3279
22444,10166,SODIV-40218,3,1667
22445,10166,SODIV-40489,1,3718
22446,10167,SODIV-40307,3,1660
22447,10167,SODIV-40204,1,2659
22448,10168,SODIV-40013,1,1819
22449,10169,SODIV-40624,1,2901
22450,10170,SODIV-40519,1,1235
22451,10170,SODIV-40181,1,1654
22452,10171,SODIV-40316,10,1928
22453,10172,SODIV-40083,3,2585
22454,10172,SODIV-40288,1,3051
22455,10173,SODIV-40445,3,143
22456,10174,SODIV-40343,1,3962
22457,10174,SODIV-40515,3,1917
22458,10175,SODIV-40033,1,3444
22459,10175,SODIV-40074,2,2460
22460,10176,SODIV-40470,1,287
22461,10177,SODIV-40315,1,571
22462,10177,SODIV-40198,1,1724
22463,10178,SODIV-40092,2,3218
22464,10178,SODIV-40016,4,832
22465,10179,SODIV-40056,5,619
22466,10179,SODIV-40204,3,2659
22467,10180,SODIV-40652,3,1618
22468,10180,SODIV-40068,1,613
22469,10181,SODIV-40444,1,1081
22470,10182,SODIV-40073,4,3583
22471,10182,SODIV-40450,1,291
22472,10182,SODIV-40368,4,2622
22473,10183,SODIV-40594,2,2939
22474,10184,SODIV-40262,1,3718
22475,10184,SODIV-40596,10,635
22476,10184,SODIV-40093,4,1571
22477,10185,SODIV-40002,2,2059
22478,10185,SODIV-40129,1,2787
22479,10186,SODIV-40127,2,1965
22480,10186,SODIV-40102,5,517
22481,10187,SODIV-40428,1,2287
22482,10187,SODIV-40267,1,3444
22483,10187,SODIV-40168,2,3457
22484,10188,SODIV-40481,1,715
22485,10188,SODIV-40320,1,1013
22486,10189,SODIV-40167,1,887
22487,10190,SODIV-40647,1,3759
22488,10190,SODIV-40241,3,3976
22489,10190,SODIV-40189,1,2945
22490,10191,SODIV-40551,1,1593
22491,10192,SODIV-40332,1,2724
22492,10192,SODIV-40363,1,2733
22493,10192,SODIV-40159,1,210
22494,10192,SODIV-40667,1,1526
22495,10193,SODIV-40098,5,817
22496,10194,SODIV-40546,1,713
22497,10194,SODIV-40353,1,3484
22498,10195,SODIV-40071,1,2670
22499,10195,SODIV-40264,1,3477
22500,10195,SODIV-40194,1,2853
22501,10196,SODIV-40094,1,3242
22502,10196,SODIV-40079,1,3235
22503,10196,SODIV-40663,1,1984
22504,10197,SODIV-40610,10,1094
22505,10197,SODIV-40270,1,1089
22506,10198,SODIV-40391,1,3979
22507,10198,SODIV-40170,4,1459
22508,10198,SODIV-40328,1,1800
22509,10198,SODIV-40007,1,2073
22510,10199,SODIV-40021,1,2741
22511,10199,SODIV-40663,2,1984
22512,10199,SODIV-40371,3,279
22513,10200,SODIV-40200,3,1063
22514,10200,SODIV-40114,1,3622
22515,10201,SODIV-40643,10,720
22516,10202,SODIV-40055,1,1650
22517,10202,SODIV-40282,1,2550
22518,10202,SODIV-40328,1,1800
22519,10203,SODIV-40426,3,898
22520,10203,SODIV-40466,1,515
22521,10204,SODIV-40662,1,1408
22522,10204,SODIV-40425,1,2568
22523,10204,SODIV-40269,2,2537
22524,10205,SODIV-40631,4,1630
22525,10205,SODIV-40453,2,3854
22526,10205,SODIV-40231,1,2041
22527,10206,SODIV-40244,1,3147
22528,10206,SODIV-40535,1,1215
22529,10206,SODIV-40391,2,3979
22530,10206,SODIV-40497,5,3150
22531,10206,SODIV-40111,1,200
22532,10207,SODIV-40129,1,2787
22533,10207,SODIV-40151,1,2736
22534,10207,SODIV-40047,1,681
22535,10208,SODIV-40304,2,3834
22536,10209,SODIV-40571,4,107
22537,10209,SODIV-40080,1,3102
22538,10209,SODIV-40509,10,704
22539,10210,SODIV-40584,1,780
22540,10210,SODIV-40358,1,157
22541,10211,SODIV-40231,5,2041
22542,10211,SODIV-40530,2,1197
22543,10212,SODIV-40569,1,1998
22544,10213,SODIV-40097,1,211
22545,10213,SODIV-40338,4,298
22546,10213,SODIV-40117,3,111
22547,10214,SODIV-40082,1,2011
22548,10214,SODIV-40134,1,1853
22549,10215,SODIV-40006,1,1136
22550,10215,SODIV-40064,1,2210
22551,10216,SODIV-40011,1,3386
22552,10216,SODIV-40090,3,2825
22553,10217,SODIV-40302,1,2580
22554,10217,SODIV-40350,2,1121
22555,10218,SODIV-40489,1,3718
22556,10218,SODIV-40352,2,1017
22557,10218,SODIV-40366,3,641
22558,10219,SODIV-40514,1,599
22559,10219,SODIV-40290,2,1358
22560,10219,SODIV-40329,1,693
22561,10219,SODIV-40352,3,1017
22562,10219,SODIV-40013,1,1819
22563,10220,SODIV-40624,1,2901
22564,10221,SODIV-40128,1,1107
22565,10222,SODIV-40234,1,1786
22566,10222,SODIV-40036,1,362
22567,10222,SODIV-40048,1,3403
22568,10223,SODIV-40544,1,1971
22569,10223,SODIV-40603,1,3772
22570,10223,SODIV-40401,1,222
22571,10223,SODIV-40255,1,858
22572,10224,SODIV-40147,1,1618
22573,10224,SODIV-40389,2,3336
22574,10225,SODIV-40191,1,939
22575,10225,SODIV-40263,1,2653
22576,10226,SODIV-40166,2,3407
22577,10226,SODIV-40412,2,2650
22578,10226,SODIV-40465,3,3899
22579,10227,SODIV-40112,1,979
22580,10228,SODIV-40353,1,3484
22581,10228,SODIV-40447,1,1892
22582,10229,SODIV-40048,4,3403
22583,10229,SODIV-40668,2,251
22584,10230,SODIV-40324,1,2452
22585,10230,SODIV-40461,1,2585
22586,10230,SODIV-40006,1,1136
22587,10230,SODIV-40618,1,1752
22588,10231,SODIV-40137,2,913
22589,10231,SODIV-40153,1,3202
22590,10232,SODIV-40561,4,2098
22591,10233,SODIV-40555,1,515
22592,10234,SODIV-40409,1,3343
22593,10235,SODIV-40522,1,3757
22594,10236,SODIV-40605,2,2931
22595,10237,SODIV-40019,1,3724
22596,10237,SODIV-40022,1,2349
22597,10237,SODIV-40169,1,1896
22598,10237,SODIV-40413,3,3839
22599,10238,SODIV-40370,3,1638
22600,10239,SODIV-40214,2,3055
22601,10239,SODIV-40182,5,2677
22602,10239,SODIV-40077,1,3392
22603,10240,SODIV-40397,1,3520
22604,10240,SODIV-40258,1,1293
22605,10240,SODIV-40206,1,2818
22606,10241,SODIV-40313,1,148
22607,10242,SODIV-40334,2,3555
22608,10243,SODIV-40186,1,3773
22609,10244,SODIV-40149,3,1852
22610,10245,SODIV-40025,1,2757
22611,10245,SODIV-40413,10,3839
22612,10245,SODIV-40074,3,2460
22613,10246,SODIV-40094,1,3242
22614,10246,SODIV-40282,1,2550
22615,10246,SODIV-40202,1,225
22616,10247,SODIV-40206,1,2818
22617,10248,SODIV-40461,1,2585
22618,10248,SODIV-40414,1,1290
22619,10248,SODIV-40376,1,3540
22620,10249,SODIV-40338,1,298
22621,10249,SODIV-40366,1,641
22622,10250,SODIV-40084,1,2754
22623,10250,SODIV-40191,1,939
22624,10251,SODIV-40542,2,2620
22625,10251,SODIV-40274,1,281
22626,10251,SODIV-40477,4,3632
22627,10251,SODIV-40413,1,3839
22628,10252,SODIV-40511,1,1780
22629,10252,SODIV-40431,1,2979
22630,10252,SODIV-40615,1,3290
22631,10253,SODIV-40432,1,3735
22632,10253,SODIV-40552,1,3465
22633,10253,SODIV-40505,1,3377
22634,10254,SODIV-40005,3,1932
22635,10254,SODIV-40215,5,130
22636,10255,SODIV-40008,1,2521
22637,10255,SODIV-40506,1,3931
22638,10255,SODIV-40450,1,291
22639,10255,SODIV-40473,1,3719
22640,10256,SODIV-40371,3,279
22641,10257,SODIV-40022,2,2349
22642,10258,SODIV-40241,1,3976
22643,10258,SODIV-40313,1,148
22644,10258,SODIV-40088,1,2432
22645,10259,SODIV-40128,2,1107
22646,10260,SODIV-40492,4,3326
22647,10261,SODIV-40314,2,3891
22648,10262,SODIV-40124,1,514
22649,10263,SODIV-40517,2,1112
22650,10263,SODIV-40025,2,2757
22651,10264,SODIV-40562,4,3751
22652,10264,SODIV-40654,1,3810
22653,10265,SODIV-40417,1,2635
22654,10265,SODIV-40229,1,3511
22655,10265,SODIV-40375,2,1991
22656,10265,SODIV-40177,2,1922
22657,10266,SODIV-40603,1,3772
22658,10266,SODIV-40458,2,2717
22659,10266,SODIV-40045,1,3317
22660,10266,SODIV-40531,2,1024
22661,10267,SODIV-40099,1,83
22662,10267,SODIV-40521,1,533
22663,10268,SODIV-40177,1,1922
22664,10268,SODIV-40062,1,3038
22665,10268,SODIV-40530,1,1197
22666,10268,SODIV-40323,4,2665
22667,10269,SODIV-40461,1,2585
22668,10269,SODIV-40364,1,1783
22669,10270,SODIV-40527,1,900
22670,10270,SODIV-40490,1,696
22671,10270,SODIV-40447,2,1892
22672,10270,SODIV-40120,1,2932
22673,10271,SODIV-40290,1,1358
22674,10272,SODIV-40018,3,3021
22675,10273,SODIV-40174,3,1669
22676,10273,SODIV-40046,4,2357
22677,10274,SODIV-40417,1,2635
22678,10274,SODIV-40361,1,2140
22679,10274,SODIV-40257,1,52
22680,10274,SODIV-40590,1,2628
22681,10274,SODIV-40181,3,1654
22682,10275,SODIV-40132,5,2187
22683,10275,SODIV-40614,1,3279
22684,10275,SODIV-40264,1,3477
22685,10275,SODIV-40119,1,1294
22686,10275,SODIV-40199,1,502
22687,10276,SODIV-40178,4,2729
22688,10277,SODIV-40178,10,2729
22689,10277,SODIV-40490,1,696
22690,10277,SODIV-40626,5,2944
22691,10277,SODIV-40382,1,2434
22692,10278,SODIV-40544,1,1971
22693,10279,SODIV-40065,1,2241
22694,10279,SODIV-40509,3,704
22695,10280,SODIV-40631,10,1630
22696,10280,SODIV-40253,10,662
22697,10280,SODIV-40018,1,3021
22698,10281,SODIV-40598,1,3921
22699,10281,SODIV-40306,5,3905
22700,10281,SODIV-40244,2,3147
22701,10282,SODIV-40029,2,3992
22702,10282,SODIV-40332,1,2724
22703,10282,SODIV-40205,1,3902
22704,10282,SODIV-40615,1,3290
22705,10283,SODIV-40212,1,1896
22706,10284,SODIV-40188,2,3583
22707,10284,SODIV-40218,1,1667
22708,10284,SODIV-40096,1,3138
22709,10285,SODIV-40171,1,1001
22710,10285,SODIV-40235,3,303
22711,10286,SODIV-40012,3,2643
22712,10286,SODIV-40507,1,1003
22713,10286,SODIV-40022,1,2349
22714,10286,SODIV-40613,1,1434
22715,10287,SODIV-40311,1,2768
22716,10288,SODIV-40608,1,529
22717,10289,SODIV-40221,3,263
22718,10289,SODIV-40251,3,3470
22719,10290,SODIV-40454,2,182
22720,10290,SODIV-40529,1,3661
22721,10290,SODIV-40028,2,2227
22722,10291,SODIV-40296,2,544
22723,10291,SODIV-40070,1,594
22724,10291,SODIV-40091,2,421
22725,10292,SODIV-40555,1,515
22726,10292,SODIV-40508,2,1291
22727,10292,SODIV-40245,1,1361
22728,10293,SODIV-40110,5,2670
22729,10293,SODIV-40223,4,3674
22730,10294,SODIV-40140,1,2238
22731,10294,SODIV-40100,3,2886
22732,10295,SODIV-40530,3,1197
22733,10295,SODIV-40462,1,555
22734,10296,SODIV-40646,1,525
22735,10296,SODIV-40237,1,184
22736,10296,SODIV-40644,1,2202
22737,10297,SODIV-40482,3,604
22738,10297,SODIV-40315,3,571
22739,10297,SODIV-40394,2,1701
22740,10297,SODIV-40606,3,3652
22741,10298,SODIV-40658,4,1364
22742,10298,SODIV-40186,1,3773
22743,10299,SODIV-40545,3,1316
22744,10299,SODIV-40445,1,143
22745,10300,SODIV-40568,1,370
22746,10300,SODIV-40326,1,278
22747,10301,SODIV-40563,1,3923
22748,10301,SODIV-40414,10,1290
22749,10302,SODIV-40308,1,2868
22750,10302,SODIV-40156,1,2119
22751,10302,SODIV-40054,1,2136
22752,10303,SODIV-40470,1,287
22753,10304,SODIV-40181,1,1654
22754,10304,SODIV-40074,1,2460
22755,10305,SODIV-40306,1,3905
22756,10305,SODIV-40086,4,440
22757,10306,SODIV-40593,1,1667
22758,10306,SODIV-40422,1,2029
22759,10306,SODIV-40048,4,3403
22760,10307,SODIV-40064,1,2210
22761,10308,SODIV-40507,1,1003
22762,10308,SODIV-40080,2,3102
22763,10309,SODIV-40572,5,2063
22764,10310,SODIV-40323,1,2665
22765,10310,SODIV-40143,1,1489
22766,10310,SODIV-40032,3,1326
22767,10311,SODIV-40305,1,705
22768,10311,SODIV-40451,1,1494
22769,10311,SODIV-40107,2,3362
22770,10311,SODIV-40138,2,921
22771,10312,SODIV-40073,1,3583
22772,10313,SODIV-40398,2,1376
22773,10313,SODIV-40514,2,599
22774,10313,SODIV-40356,1,2113
22775,10313,SODIV-40259,2,1687
22776,10314,SODIV-40622,2,2784
22777,10315,SODIV-40057,1,569
22778,10315,SODIV-40651,3,1416
22779,10315,SODIV-40299,4,1639
22780,10315,SODIV-40451,4,1494
22781,10316,SODIV-40153,2,3202
22782,10316,SODIV-40024,1,642
22783,10317,SODIV-40244,1,3147
22784,10317,SODIV-40647,1,3759
22785,10317,SODIV-40289,1,1523
22786,10318,SODIV-40608,2,529
22787,10318,SODIV-40012,2,2643
22788,10319,SODIV-40102,3,517
22789,10320,SODIV-40276,1,3256
22790,10321,SODIV-40373,3,3797
22791,10322,SODIV-40531,1,1024
22792,10322,SODIV-40213,2,95
22793,10322,SODIV-40650,1,2005
22794,10322,SODIV-40098,1,817
22795,10323,SODIV-40208,1,660
22796,10323,SODIV-40203,1,2173
22797,10324,SODIV-40008,5,2521
22798,10325,SODIV-40196,1,2598
22799,10326,SODIV-40589,2,2018
22800,10327,SODIV-40468,1,3062
22801,10327,SODIV-40072,10,3862
22802,10328,SODIV-40563,1,3923
22803,10328,SODIV-40644,3,2202
22804,10329,SODIV-40247,1,3773
22805,10330,SODIV-40148,1,2326
22806,10331,SODIV-40392,1,3659
22807,10331,SODIV-40288,1,3051
22808,10332,SODIV-40519,1,1235
22809,10333,SODIV-40101,3,2980
22810,10333,SODIV-40011,1,3386
22811,10333,SODIV-40362,2,315
22812,10334,SODIV-40030,1,1812
22813,10335,SODIV-40017,1,706
22814,10335,SODIV-40422,1,2029
22815,10336,SODIV-40259,1,1687
22816,10337,SODIV-40157,1,1086
22817,10337,SODIV-40592,1,1785
22818,10338,SODIV-40499,3,822
22819,10338,SODIV-40243,1,355
22820,10339,SODIV-40387,1,2608
22821,10339,SODIV-40290,1,1358
22822,10340,SODIV-40537,5,2233
22823,10341,SODIV-40466,1,515
22824,10341,SODIV-40576,3,1648
22825,10341,SODIV-40021,1,2741
22826,10342,SODIV-40246,1,602
22827,10343,SODIV-40325,2,1420
22828,10343,SODIV-40409,3,3343
22829,10343,SODIV-40309,4,2906
22830,10344,SODIV-40513,3,2199
22831,10344,SODIV-40553,1,1683
22832,10344,SODIV-40122,1,2794
22833,10344,SODIV-40016,1,832
22834,10345,SODIV-40280,1,607
22835,10345,SODIV-40333,1,3829
22836,10345,SODIV-40359,1,3645
22837,10346,SODIV-40217,1,3850
22838,10346,SODIV-40406,1,3313
22839,10347,SODIV-40279,1,3702
22840,10347,SODIV-40631,1,1630
22841,10347,SODIV-40616,3,3826
22842,10348,SODIV-40120,1,2932
22843,10348,SODIV-40422,1,2029
22844,10349,SODIV-40033,1,3444
22845,10349,SODIV-40160,1,2326
22846,10350,SODIV-40327,5,1137
22847,10350,SODIV-40373,1,3797
22848,10350,SODIV-40199,10,502
22849,10350,SODIV-40134,1,1853
22850,10351,SODIV-40390,1,2123
22851,10351,SODIV-40338,1,298
22852,10352,SODIV-40077,1,3392
22853,10352,SODIV-40032,1,1326
22854,10353,SODIV-40024,1,642
22855,10353,SODIV-40552,1,3465
22856,10353,SODIV-40424,1,3708
22857,10354,SODIV-40318,1,68
22858,10354,SODIV-40647,2,3759
22859,10354,SODIV-40151,1,2736
22860,10355,SODIV-40359,1,3645
22861,10356,SODIV-40010,1,3253
22862,10356,SODIV-40275,1,2153
22863,10357,SODIV-40162,1,1304
22864,10357,SODIV-40646,1,525
22865,10357,SODIV-40035,1,1914
22866,10357,SODIV-40197,1,1949
22867,10357,SODIV-40639,1,1121
22868,10358,SODIV-40482,1,604
22869,10358,SODIV-40355,1,3377
22870,10359,SODIV-40660,1,1186
22871,10359,SODIV-40527,1,900
22872,10359,SODIV-40515,1,1917
22873,10360,SODIV-40297,2,1899
22874,10360,SODIV-40323,4,2665
22875,10361,SODIV-40284,1,3654
22876,10362,SODIV-40253,2,662
22877,10363,SODIV-40468,1,3062
22878,10363,SODIV-40138,4,921
22879,10364,SODIV-40232,1,2539
22880,10364,SODIV-40580,1,82
22881,10364,SODIV-40200,1,1063
22882,10365,SODIV-40213,1,95
22883,10366,SODIV-40502,5,3598
22884,10366,SODIV-40578,1,3371
22885,10367,SODIV-40214,2,3055
22886,10367,SODIV-40300,1,3095
22887,10368,SODIV-40567,1,1062
22888,10369,SODIV-40190,1,905
22889,10369,SODIV-40035,1,1914
22890,10369,SODIV-40394,1,1701
22891,10369,SODIV-40522,2,3757
22892,10370,SODIV-40188,1,3583
22893,10371,SODIV-40485,1,1586
22894,10371,SODIV-40619,3,2148
22895,10372,SODIV-40638,5,1406
22896,10372,SODIV-40246,1,602
22897,10373,SODIV-40253,3,662
22898,10373,SODIV-40490,1,696
22899,10373,SODIV-40080,1,3102
22900,10374,SODIV-40623,1,2861
22901,10375,SODIV-40066,1,3166
22902,10375,SODIV-40236,1,2418
22903,10375,SODIV-40120,3,2932
22904,10376,SODIV-40214,3,3055
22905,10377,SODIV-40660,5,1186
22906,10378,SODIV-40557,1,448
22907,10378,SODIV-40578,1,3371
22908,10379,SODIV-40082,4,2011
22909,10380,SODIV-40250,1,2108
22910,10380,SODIV-40437,1,3702
22911,10380,SODIV-40294,5,1480
22912,10380,SODIV-40346,2,2772
22913,10381,SODIV-40121,10,1267
22914,10381,SODIV-40263,2,2653
22915,10381,SODIV-40100,4,2886
22916,10381,SODIV-40356,1,2113
22917,10381,SODIV-40646,1,525
22918,10382,SODIV-40129,3,2787
22919,10383,SODIV-40111,1,200
22920,10384,SODIV-40149,1,1852
22921,10384,SODIV-40462,4,555
22922,10385,SODIV-40190,1,905
22923,10386,SODIV-40231,1,2041
22924,10386,SODIV-40408,10,238
22925,10387,SODIV-40633,1,1460
22926,10387,SODIV-40035,1,1914
22927,10388,SODIV-40552,1,3465
22928,10388,SODIV-40417,1,2635
22929,10389,SODIV-40354,1,945
22930,10389,SODIV-40075,1,457
22931,10389,SODIV-40029,1,3992
22932,10389,SODIV-40589,1,2018
22933,10390,SODIV-40355,1,3377
22934,10391,SODIV-40596,1,635
22935,10391,SODIV-40297,1,1899
22936,10392,SODIV-40167,3,887
22937,10392,SODIV-40305,1,705
22938,10393,SODIV-40284,2,3654
22939,10393,SODIV-40286,1,1375
22940,10394,SODIV-40419,10,2940
22941,10395,SODIV-40035,2,1914
22942,10395,SODIV-40279,5,3702
22943,10396,SODIV-40319,2,3939
22944,10396,SODIV-40592,2,1785
22945,10396,SODIV-40453,3,3854
22946,10396,SODIV-40539,2,2621
22947,10397,SODIV-40643,4,720
22948,10398,SODIV-40306,5,3905
22949,10398,SODIV-40600,2,2109
22950,10398,SODIV-40231,1,2041
22951,10399,SODIV-40522,1,3757
22952,10400,SODIV-40594,1,2939
22953,10401,SODIV-40200,1,1063
22954,10401,SODIV-40240,5,2247
22955,10402,SODIV-40632,1,2928
22956,10402,SODIV-40587,10,2768
22957,10403,SODIV-40464,1,196
22958,10404,SODIV-40104,1,2500
22959,10404,SODIV-40213,1,95
22960,10404,SODIV-40540,2,1522
22961,10405,SODIV-40637,1,609
22962,10405,SODIV-40211,1,1016
22963,10406,SODIV-40375,1,1991
22964,10407,SODIV-40178,1,2729
22965,10407,SODIV-40486,1,3555
22966,10407,SODIV-40190,3,905
22967,10408,SODIV-40396,1,2616
22968,10408,SODIV-40018,1,3021
22969,10409,SODIV-40381,1,2133
22970,10409,SODIV-40028,2,2227
22971,10410,SODIV-40144,1,1921
22972,10411,SODIV-40493,2,3874
22973,10412,SODIV-40439,1,2618
22974,10412,SODIV-40545,1,1316
22975,10413,SODIV-40079,3,3235
22976,10413,SODIV-40289,10,1523
22977,10414,SODIV-40186,2,3773
22978,10414,SODIV-40480,2,3273
22979,10415,SODIV-40045,1,3317
22980,10416,SODIV-40213,3,95
22981,10416,SODIV-40212,1,1896
22982,10416,SODIV-40408,3,238
22983,10417,SODIV-40324,1,2452
22984,10417,SODIV-40030,2,1812
22985,10417,SODIV-40481,1,715
22986,10418,SODIV-40558,1,2625
22987,10419,SODIV-40651,1,1416
22988,10419,SODIV-40101,10,2980
22989,10419,SODIV-40339,2,3654
22990,10420,SODIV-40417,1,2635
22991,10421,SODIV-40183,3,1050
22992,10421,SODIV-40063,1,2559
22993,10421,SODIV-40178,2,2729
22994,10421,SODIV-40370,1,1638
22995,10422,SODIV-40282,1,2550
22996,10423,SODIV-40330,5,3120
22997,10424,SODIV-40244,1,3147
22998,10424,SODIV-40140,5,2238
22999,10424,SODIV-40437,1,3702
23000,10425,SODIV-40265,2,453
23001,10425,SODIV-40076,1,531
23002,10426,SODIV-40555,1,515
23003,10426,SODIV-40569,1,1998
23004,10426,SODIV-40206,3,2818
23005,10427,SODIV-40298,1,2119
23006,10427,SODIV-40440,1,1143
23007,10427,SODIV-40097,4,211
23008,10427,SODIV-40347,5,683
23009,10428,SODIV-40041,1,2609
23010,10429,SODIV-40281,1,738
23011,10429,SODIV-40062,1,3038
23012,10430,SODIV-40509,3,704
23013,10430,SODIV-40320,1,1013
23014,10431,SODIV-40512,2,3966
23015,10431,SODIV-40324,5,2452
23016,10432,SODIV-40045,2,3317
23017,10432,SODIV-40231,2,2041
23018,10432,SODIV-40141,1,1475
23019,10433,SODIV-40507,1,1003
23020,10433,SODIV-40490,1,696
